model,accuracy,avg_inference_time_sec,model_size_mb
random_forest_baseline,0.4654,0.2296481846999086,328.3644189834595
random_forest_onnx,0.4666,0.0852821374000996,218.08754348754883
random_forest_baseline,0.4283,0.0319714544000135,12.028054237365724
random_forest_onnx,0.4283,0.0355089140000018,7.755155563354492
random_forest_baseline,0.4283,0.03250802840000233,12.028054237365723
